,profile_id,starts_at,ends_at,title,description,company,location
266,59,2021-09-01,,Junior Practice Specialist,JPS @McKinsey,McKinsey & Company,"Delhi, India"
267,59,2019-04-01,2020-01-31,Product Analyst,•	Working on product analysis for digital identity verification and on-boarding solution•	Independently managing and leading discussions with third party vendors•	Assisting product managers with product discovery and stakeholder management.•	Providing in-house consultancy to teams regarding fin-tech engagements,Hsbc Software Development Ind Pvt Ltd,"Pune, Maharashtra, India"
268,59,2017-08-01,2019-04-30,Software Engineer,•	Implemented retail banking and cards servicing applications in five countries as a user interface engineer•	Worked as 'site reliability engineer' for application monitoring and release management,Hsbc Software Development Ind Pvt Ltd,"Pune, Maharashtra, India"
269,59,2016-06-01,2016-07-31,Consulting Intern,"Technology Consulting |Advisory Line of Service•	Published a white-paper on ""Technology Selection Trends in the Education Sector"" as a business proposal for clients.•	Prepared a marketing proposal related to 'Internet of Things' for PwC Digital Labs.",PricewaterhouseCoopers Pvt. Ltd. (PwC),"Bangalore, India"
270,59,2015-12-01,2016-01-31,Engineering Trainee,Malware Analysis Group- Automating virus scanning in files using the VirusTotal API- Developed desktop application and user interface using Python- Tested end to end solution with actual virus samples from the lab.,Defence Research and Development Organisation,"New Delhi Area, India"
271,59,2015-09-01,2015-11-30,Frontend Developer,- Designed user interface for annual event 'JIGYAASA' which was used by delegates from over 21 countries,BRICS International Forum,"New Delhi Area, India"
272,60,2020-01-01,,Senior Software Engineer,,Samsung Electronics,India
273,60,2019-09-01,2019-11-30,Research Intern,,"Indian Institute of Technology, Delhi","New Delhi Area, India"
274,60,2018-05-01,2018-08-31,Software Engineer Intern,Responsible for the development of the product.,WrapUp News,India
275,60,2017-08-01,2018-04-30,Instructor,"Worked as an instructor and mentor for students of GATE Computer Science, I was responsible to teach fundamental of Computer Science, which includes subject such as Data Structure and Algorithms, Operating Sytems, Data Base Management System, Computer Organization, Compiler Design and Programming Fundamentals in there offline as well as online classes.",DigiiMento Educational Services Pvt. Ltd.,India
276,60,2016-03-01,2016-06-30,Software Engineer,"Responsible for landing page of each module of website that includes Customer, Shopkeeper  and Admin. Writing code in Python and debugging the code by leading a team of 6 employee that includes developer and tester. Dealing and understanding Client requirements.",Brownbag,"New Delhi , India"
277,60,2015-05-01,2015-06-30,Summer Intern,A one-stop solution for booking a banquet hall in this big city. Project is developed in Java and is used by managers in the banquet hall currently.,BROAD VISION TECHNOLOGIES LTD,"New Delhi Area, India"
278,61,2019-09-01,,Team Lead,"Lead Analyst at Paytm in Risk Analytics with total 3.6 years’ experience, interacting with Tech and Operation Team for requirement analysis, creating python/sql scripts according to use cases. Aim is to detect suspicious and reselling activity on the basis of strategy patterns.My core competencies include Strategic Thinking, Data Modeling, SQL, Hive, Python, Shell scripting, Ozzie workflow, Informatica (ETL), Control-M Job scheduler, Web focus, Google Data studio and Deepinght for Dashboarding.",Paytm,"Noida Area, India"
279,61,2018-05-01,2019-09-30,Senior Business Analyst,,Paytm,"Noida Area, India"
280,61,2016-07-01,2018-05-31,Software Engineer,"Data Warehousing Business Intelligence developer with 1.6 years’ experience, interacting with business analysts and on-site coordinates for requirement analysis, creating mappings according to use cases by following the ETL specifications, and creating UNIX shell script to trigger the workflow, which is scheduled by Control-M jobs.My core competencies include Strategic Thinking, Data Modeling, Informatica and Shell scripting.",CenturyLink,"Noida Area, India"
281,62,2020-10-01,,Organizing Member,Organized Guesstimates online contest in FORTUNE'21 and managed 1500+ highest ever recorded registrations.,ASSETS (The Finance and Investment society of DTU),India
282,62,2019-03-01,2020-04-30,Internet Marketing Manager,- Wrote 5 articles to rank in Top #3 on Google- Boost website traffic and conversion rate- Generated leads from corporate-travel industries,TRAVEVALLEY TOURS AND EVENTS,India
283,62,2020-01-01,2020-03-31,Social Media Marketing Intern,"- Key experience of Delhi 2020 Assembly elections management.- Managed the Marketing team of a leading Political Organization.- Daily Post creation & management on Facebook, Instagram, Twitter.- Monitored Social Media Handles of opponents frequently",The Centre Of Applied Politics,"Delhi, India"
284,63,2021-02-01,,Software Engineer,,Intuit,"Los Angeles, California, United States"
285,63,2020-05-01,2020-08-31,Software Engineer Intern,"Developed a Machine Learning Model based on Random Forest Classifier for calculating propensity scores for customer leads. Added features to self-serve tool for marketers, using React frontend and SpringBoot backend with JPA. Tech used: AWS, Elastic MapReduce, React, Springboot, Python, PySpark, MLLib, Hive.",Intuit,"Mountain View, California, United States"
286,63,2017-08-01,2019-05-31,Software Engineer,"Worked with the data-driven Care Team in Quickbooks Desktop. Identified and eliminated top customer pain points by developing and maintaining features in the product includingFile Doctor to save costs. Developed new features (customer delighters), enabling users to combine multiple emailsinto one, and easily navigate Reports UI in Quickbooks 2020.",Intuit,
287,63,2017-04-01,2019-05-31,Mentor,"Responsibilities: Mentoring students in the Artificial Intelligence Nanodegree at  Udacity, helping them with navigating the course, understanding course topics such as neural networks, search, planning in AI, classification algorithms, reviewing student projects in AI.",Udacity,
288,63,2016-06-01,2016-07-31,Intern,"Software development intern, Quickbooks Desktop.Responsibilities: Upgrading the version of Dojo Framework being used to the latest one. Dojo is a Javascript framework primarily used in the project for event handling and subscription, as well as for the dialog system.",Intuit,
289,63,2014-09-01,2015-09-30,Head Coordinator,Managing the Web Presence and Workshops Team.,"Codebenders, programming club, IGDTUW",New Delhi
290,63,2015-06-01,2015-07-31,Web Development Intern,Responsibilities: Maintained their website and optimized it for SEO.,Sounds of Silence (SOS),"New Delhi Area, India"
291,63,2014-06-01,2014-07-31,Summer Trainee,"SEO and Developer.Responsibilities: Wrote technical articles for their blog, and optimized the blog for SEO.",GyanSha Infotech,"Gurgaon, India"
292,64,2018-05-01,,"Senior Data Integrator(Big Data - Hadoop-HDFS, Spark, Pig, Hive, Oozie, Yarn, Python )",Stars of Excellence Award 2019,Manulife,"Toronto, Canada Area"
293,64,2016-04-01,2018-04-30,ETL(Informatica Cloud) Lead,,Manulife,"Toronto, Canada Area"
294,64,2015-04-01,2016-03-31,Data Analyst Lead,,Capgemini Canada Inc,"Toronto, Canada Area"
295,64,2014-03-01,2015-03-31,Data Specialist,,IBM Canada Limited,"Vancouver, Canada Area"
296,64,2012-08-01,2014-02-28,Advisory system analyst.,"Worked with the following clients:- Domain: Insurance- Client: Insurance Corporation of British Columbia (Provincial Crown corporation of British Columbia, Canada-the sole provider of Basic auto insurance and driver-related services on behalf of the province. )- Domain:Travel and transport- Client: DHL Global Forwarding(DHL is a world market leader in sea and air mail. )",IBM India Private Limited.,India
297,64,2005-01-01,2012-07-31,ITA,"Worked with the following clients:- Domain: Banking and finance- Client: Citigroup Inc. (A major American financial services company.)PNC Financial Services,USA (a diversified Financial Services Company based in Pittsburgh, PA,USA)- Domain: Finance and real estate- Client: General Motors Acceptance Corporation -ResCap, MN,USA (Part of the General Motors family and has vast resources and years of expertise in securitization, lending and investment.)- Domain: Telecom- Client: British Telecom (British multinational telecommunications services company )",Tata Consultancy Services,"India, USA, Singapore"
298,65,2020-06-01,,Lead Software Engineer,,Freecharge,"Mumbai, Maharashtra, India"
299,65,2018-09-01,2020-06-30,Senior Software Developer,,"Quantiphi, Inc.","Mumbai, Maharashtra, India"
300,65,2018-01-01,2018-09-30,NodeJs Developer,"Worked closely with buissness team to understand the requirements and taking the product ownership and delivering end to end features for product.Responsible to develop the backend system from execution to deployment.Tech stack: Nodejs, SQl, Docker, Apache solr",Burrp!,"Mumbai Area, India"
301,65,2016-11-01,2017-11-30,Back-end Developer,"• Developed all the required Restful-Apis (NodeJs, Testing - Postman) for the product.• Generation of all analytic reports from millions of records with highly complex queries,managing the data consistency with mongoDb and Redis for sip and VOIP requirements.• Integration of various popular CRMs through apis or developing own scripts for better product flexibility for clients.• Designed and maintained highly scalable database architecture and optimised solutions for resource efficiency and achieved least response time with high availability through nginx and lua scripting for server management.Deliverable: Responsible to deliver the application’s back-end from designing the architecture to execution based on the business requirements.The application is used by various clients across the globe currently, running efficiently with high performance and availability.Technology Stack:NodeJs, Javascript, nginx, Lua Scripting, Mongodb, Redis, Elastic Search - Kibanna, RabbitMq",Novanet,"Mumbai Area, India"
302,65,2015-05-01,2015-10-31,Frontend Developer,"• Worked on javascript based projects to deliver products that help to serve the popular publishers offer targeted advertisements based on content with million views per day.• Worked closely with creative team to develop and execute on-line advertising campaigns for well known brands across sectors ranging from FMGC to automobiles, including some top international aviation brands.• Technically led and executed the in-house website for the company. Worked closely with colleagues on different projects executed in different tech-stacks.Deliverable: Successfully delivered in-house website fashion portal - thehauterfly.in. and various other successful advertising campaigns.Technology Stack: Html, Css, Javascript, Php, Mysql, Wordpress plugin library, social media apis",Fork Media,"Mumbai Area, India"
303,66,,,,,,
304,67,2020-09-01,,Google Ads Analyst,I am working as a Google Ads Analyst at GO MO which is a Swedish based company. I am getting exposure into the PPC marketing aspect through this job as I am handling the overall Google ads strategy and the implementation aspect for various big clients who fall under a variety of industries ranging from dental to waste recycling.,GO MO Group AB,"Pune, Maharashtra, India"
305,67,2020-11-01,,Youtuber,"I have a YouTube Channel : ""Digital Nibula"" wherein I share insights on various aspects of Digital Marketing & host podcast interviews with some amazing & experienced personalities in the field of Digital Marketing.",YouTube,India
306,67,2020-12-01,,Content Creator,I create content on various aspects of Digital Marketing & Personal Branding on Instagram. I also collaborate with some amazing & experienced personalities in the field of Digital Marketing for Instagram Live sessions.,Instagram,
307,67,2020-01-01,2020-04-30,Digital Marketing Strategist,"Roles & Responsibilities:- Drafted the overall brand personality along with the team- Managing the social media handles of the brand [Instagram, Facebook, Twitter & Linkedin]- Preparing graphics for social media platforms and ad campaigns- Set-up and run Ad Campaigns [Facebook & Instagram]- Writing Promotional Blogs for the brand- Setting up and implementing Notification Marketing- Setting up and implementing E-Mail Marketing- Facebook Group Marketing- Implementing Off-Page SEOKey Achievements:- 110% ROI in a span of 2 months on their online investment- 80% Reveneue came from the Digital marketing efforts (increased by whopping 120%)- Got a LOR from the Founder Mr. Sanu Kumar Gupta",OyeLazy,
308,67,2020-01-01,2020-04-30,Digital Marketing Specialist,"Roles & Responsibilities:- Developed creatives for social media platforms- Drafted an overall brand personality along with the team- Managed social media platforms of the brand. [Facebook, Instagram, LinkedIn & Twitter]- Webinar Marketing and getting leads for the webinar [FnB Against 2020 Pandemic]- Set-up and managed Social Ads [ Facebook & Instagram ]- Wrote Promotional Blogs- Implemented Off-Page SEO- Facebook Group Marketing for the brandKey Achievements:- Got 30 leads for the webinar in a span of one week [FnB Against 2020 Pandemic]- Achieved a conversion rate of 20% through the webinar",Upres Network,
309,67,2019-08-01,2020-04-30,Core Committee Member,"As a part of the prestigious Entrepreneurship Cell (E-Cell) of SCMS, Pune, I undertook the following activities:- Managed the social media handles of the cell- Organized three college events along with the team- Went to an outstation fest wherein I represented my college","Entrepreneurship Cell, SCMS Pune","Pune Area, India"
310,67,2019-06-01,2020-04-30,Co-functional Head,"Being in placement cell taught me a lot of things like cold calling, dealing with corporates, organizing events and being analytical. It was a very vibrant experience for me and I will always cherish this experience. My biggest highlight would be the fact that I along with my team got in maximum recruiters in the 2020 placement session. Being a Co-functional head of placement cell of such a prestigious college made me the best version of myself.",Symbiosis Centre for Management Studies- Pune,"Pune Area, India"
311,67,2018-03-01,2020-04-30,Placement Coordinator,,Symbiosis Centre for Management Studies- Pune,"Pune Area, India"
312,67,2020-01-01,2020-03-31,Digital Marketing Strategist,Roles & Responsibilities:- Drafting the overall brand personality- Coming up with brand tagline- Designing creatives for social media- Handling social media platforms- Writing SEO optimized blogs- Copywriting- Running Facebook ads- E-Mail marketing- Facebook group marketing,KirayePe,"Bhopal, Madhya Pradesh, India"
313,67,2019-09-01,2019-10-31,Marketing Strategist,"Roles & Responsibilities:- Handling social media handes- Coming up with promotional offers- E-Mail marketing- Facebook group marketing- B2B sales managementWhat I learned: applying content marketing strategies to get in leads, Facebook advertisements for promotional offers, intricacies related to social media marketing as far as a cafe is concerned.What I achieved: got a total of 50 leads in one month, ROI of 120%, three successful promotional campaigns, 4 B2B leads",The Beans Talk Cafe,"Pune, Maharashtra"
314,67,2019-04-01,2019-05-31,Social Media Marketing & Sales Intern,Responsibilities included:- managing social media handles- coming up with promotional campaigns- Cold calling and generating regular leads- following up with potential clients- handling the logistics operations- making authentication reports for the artworks.Key Achievements- Got various positive leads for various artworks and received a LOR for the same from the Director.- Successfully organized various B2B meetings- Reach enhanced by an average of 80% on social media platforms and got in 10 prominent leads through social media.,Prinseps Auction House & Gallery,"Mumbai, Maharashtra, India"
315,67,2018-12-01,2019-03-31,Business Develeopment Associate,"Roles & Responsibilities:- Conducted various corporate client meetings.- Successfully closed the biggest deal in terms of revenue for H&R Block, Pune.- Cold calling potential clients and following up with them on a regular basis.- Database management.Key Achievements:- Closed the biggest deal for H&R Block Pune in terms of revenue- Got an LOR from the Asia Pacific Head of Marketing",H&R Block,"Pune Area, India"
316,67,2019-02-01,2019-02-28,Digital Marketing Specialist,Roles & Responsibilities:- Managed the social media handles of the brand- Created graphics for social media promotions- Set-up and run Facebook ads- Implementing Off-Page SEO- Wrote promotional blogs for the brand- E-Mail Marketing,SRP Media,
317,67,2018-09-01,2018-12-31,Category Lead,"1. Understand the queries that school students have and answer them on the Bolo app (1-minute videos)2. Conduct research on various college and career alternatives and options for school students and frame questions and answers around it3. Promote the category at various schools, online forums and encourage others to create content as well",Bolo,Work from home
318,67,2018-06-01,2018-08-31,Campus Ambassador (ISP 10),"Your core responsibilities would be:-Inculcate the internship culture in your campus.-Host activities like workshops, seminars, events, and build relationships with students and faculty.-To promote Internshala brand, products & services on your campus.",Internshala,"Pune Area, India"
319,67,2018-05-01,2018-07-31,Social Media Marketing Strategist,Roles and Responsibilities:1. Manage social media profiles2. Come up with ideas/campaigns3. Handle promotional campaigns (Facebook Ads & Instagram Ads)4. Writing SEO optimized blogs3. Create unique posts for promotional purposeKey Achievements:1. ROI of 130% on online investment2. Got an LOR from the Founder Mr. Abhi Bavishi,AutoDeus Technologies Pvt Ltd,Work From Home
320,67,2018-06-01,2018-06-30,Campus Ambassador,Roles and Responsibilities:1. Handling the social media profiles2. Coming up with social media strategy3. Running promotional campaigns4. Facebook group Marketing5. E-Mail marketingKey Achievements:1. ROI of 150% on their online investment2. Reached 10k+ people through Facebook Group Marketing3. Open Rate of 3.67% on E-Mail campaigns,CashKaro.com,Work from home
321,67,2018-05-01,2018-05-31,Online Volunteer,"Role and responsibilities:1. Running and executing assigned online and offline campaigns2. Spread awareness about the importance of volunteering among your peers and in your community3. Hashtag awareness on campaign4. Creating a network of volunteers and stakeholders5. Social media campaign - Supporting UNV's initiatives by bringing more followers, creating engagement through sharing, and following the strategies set by the team6. Promote UNV and related content on social media platforms7. Conducting activities at your local society to bring awareness and action on the theme of campaign",United Nations Volunteers,Virtual
322,67,2018-03-01,2018-05-31,Social Media Marketing Strategist,"Roles and Responsibilities:-Build and manage the company’s social media profiles and presence, including Facebook, Twitter, LinkedIn, and additional channels that may be deemed relevant.-Create shareable content appropriate for specific networks to spread both our brand and our content.-Monitor and engage in relevant social discussions about our company, competitors, and/or industry, both from existing leads and customers as well as from brand new audiences.-Create editorial calendars and syndication schedules Run regular social promotions and campaigns and track their success (e.g., Twitter chats, LinkedIn discussions, etc.).-Work alongside other marketers and content marketers to help distribute content that educates and entertains our audience and supports marketing goals.-Drive consistent, relevant traffic and leads from our social network presence.-Explore new ways to engage and identify new social networks to reach our target buyers.-Track, measure, and analyze all initiatives to report on social media ROI.Duration: 4 weeksStart Date: 8 May,2018",releaseMyAd.com,Work from home
323,67,2018-04-01,2018-04-30,Marketing and Sales Intern,"I did my internship in sales and marketing department in Courtyard by Marriott, Bhopal where I  learned strategies adopted by such a big brand as Marriott to boost their sales and digital marketing. I was responsible for managing social media handles, Market Research, making re-confirmation calls to guests, making weekly sales and BSO reports, Search Engine Optimization (SEO), Search Engine Marketing (SEM), Content marketing and video editing.",Marriott International,"Bhopal Area, India"
324,68,2019-12-01,2021-03-31,"Digital Solutions Sr. Associate Developer, E-commerce",,Pall Corporation,"Pune Area, India"
325,68,2017-02-01,2020-03-31,"Digital Solutions Associate Developer, E-commerce",,Pall Corporation,"Pune, Maharashtra, India"
326,68,2017-01-01,2018-01-31,Software Consultant,,Pall Corporation,"Pune, Maharashtra, India"
327,69,2018-12-01,2021-02-28,Senior Software Engineer,"•	Rewrite of application in  Java , SpringBoot , Spring JPA and  Microservices•	Requirement analysis, Development of application in House IBM Framework Dojo Java,•	HTML CSS, and Unit testing•	Independently Handled deployments and resolved issues in Live application within 4 to 5 hours•	Trained and Mentored Junior Developers•	Worked as Scrum Master",IBM,"Bengaluru, Karnataka, India"
328,69,2017-04-01,2018-12-31,Associate IT Consultant,"•	Development of new applications in SpringBoot,  TestNg, RestAssred•	Developed Automation Test Cases for Microservices Using TestNg, Junit Frameworks and Rest Assured thereby saving manual efforts of testing applications•	Independently developed Single Sign On Application In SpringBoot",ITC Infotech,"Bangalore, India"
329,69,2014-12-01,2017-04-30,Software Engineer,"Requirment Analysis , development , testing  and deployment of applications in Java framework- JBoss Fuse, Apache Camel, CXF",Tata Consultancy Services,Bangalore
330,70,2021-08-01,,Work Student - IT Architecture and Business Optimisation,Energy Sales and Trading,Uniper,"Düsseldorf, North Rhine-Westphalia, Germany"
331,70,2018-10-01,2020-10-31,Solutions Architect Engineer 2 ( Research and Development ),,Dell EMC,"Bangalore Urban, Karnataka, India"
332,70,2017-07-01,2018-10-31,Solutions Architect ( Research and Development ),,Dell EMC,"Bangalore Urban district, Karnataka, India"
333,70,2016-06-01,2017-07-31,Data Storage Engineer,,Cerner Corporation,Bangalore
334,70,2014-02-01,2016-06-30,Senior System Engineer,,Cognizant,"Bangalore Urban district, Karnataka, India"
335,71,2020-03-01,,Director Of Software Development,,Mastercard,"Pune, Maharashtra, India"
336,71,2018-02-01,2020-03-31,Manager,,Mastercard,"Pune, Maharashtra, India"
337,71,2016-03-01,2018-02-28,Senior Software Engineer,,Mastercard,"Pune, Maharashtra, India"
338,71,2011-08-01,2016-02-29,Application Developer,,Chase,Mumbai
339,71,2009-06-01,2011-08-31,System Engineer,,Infosys,
340,72,2000-01-01,,Co-chair,,Bill & Melinda Gates Foundation,
341,72,1975-01-01,,Co-founder,,Microsoft,
342,73,2006-03-01,,Managing Partner,"Peter Thiel, Ken Howery, and Luke Nosek - cofounders of PayPal - provide venture capital seed money plus vision strategy, product marketing, and guidance drawn from our diverse background to serious entrepreneurs with big ideas.The Founders Fund provides venture capital from the entrepreneurs who made PayPal successful – it specializes in very early stage opportunities.",The Founders Fund,
343,73,2004-09-01,,"Member, Board of Directors","Facebook is a social networking platform initially launched for high school students, college students, and twenty-somethings, but is now available to all.  It produces tremendous loyalty, and has an extremely active community.",Facebook,
344,73,2003-09-01,,Investor,"Linkedin is the leading business network site for all professionals from 25-65.  It provides essential tools for recruiting, finding experts, hiring consults, finding clients, and keeping in touch with colleagues and friends.",LinkedIn,
345,73,2002-10-01,,Founder and President,-MarHedge Global Macro Fund of the Year (2005)-Absolute Return Global Macro Fund of the Year (2005)Please see our website:  http://www.clariumcapital.com,"Clarium Capital Management, LLC",
346,73,2004-09-01,2004-12-31,Visitor,"Taught a class entitled: “Globalization, Sovereignty & the Law” from 9/2004 to 12/2004",Stanford Law School,
347,73,1998-12-01,2002-10-31,"CEO, Chairman, Co-Founder",Co-founded and built largest payments service for individuals and merchants.  Enabled entirely new systems of electronic payments for individuals and small businesses.  Served over 20 million customers with billions in transactions.,PayPal,
348,74,2004-02-01,,CEO,,Facebook,"Menlo Park, CA"
349,75,2015-09-30,,"Director, Artificial Intelligence",,Facebook,San Francisco Bay Area
350,75,2012-08-31,2015-09-30,Computer Vision Researcher,,Facebook,San Francisco Bay Area
351,75,2012-05-31,2012-08-31,Research Intern,,Google,Greater Seattle Area
352,75,2009-08-31,2012-06-30,Research Assistant,,Georgia Institute of Technology,
353,75,2010-05-31,2010-08-31,Research Intern,,IBM Watson Labs,
354,75,2008-12-31,2009-08-31,Associate Member Technical Staff,,Sarnoff Corporation,
355,75,2006-07-31,2008-12-31,Member of Tech. Staff,,Sarnoff Innovative Tech. Pvt. Ltd.,
356,76,2015-09-01,,Software Engineer,"•	Carried out full Linux system administration ranging from configuration management, deployment, firewall administration, CRON job setup and connecting it to  Microsoft  AD using Samba and Kerberos.•     Successfully Dockerized and deployed 4 Nodejs,1 PHP full stack application.•      Authored Open Source Nodejs  Modules for querying large genomic datasets(in TBs) utilities written purely in Typescript.•	Wrote a simple Data Streaming Service for  Hadoop Cluster using Apache Spark for Analyzing experiment creation trends for insights.(Scala, Spark, Hadoop, )•	Developed a management tool in JAVA for bioinformatics team for logging information to a microservice hosted on the  AWS cloud.•	Proficient in TDD using JAVA testing framework for automated testing such as Mockito and JUNIT.•	Author and regular contributor Open Source Python Module to perform ETL on Genomic Datasets (about 400 M). DB: Postgres,MySQL•	Developed a critical REST Compliant Web API to automate uploading TBs of data saving up to 1000s of man-hours. DB: MySQL.•	Developed MEAN Web application for Validation of data and integrate it with other microservices: Backend: Mongo.•       Worked on ASP.NET MVC framework using Entity Framework to develop Freezer Management System Module which captures storage, editing, and removal of Samples.DB: SQL Server•      Developed highly critical Safety Alarm system to monitor about 100 lab sensors.Developed  Push Notification System for the same using Twilio API.•     Excellent analytical skills to resolve software help desk request with a clearance rate of 95%%.•	Was involved in design and deployment of data Warehouse efforts where I optimized  database schemas for MSSQL, MySQL, PostgreSQL databases to reduce server usage up to 20%% during peak time.•	Was involved in full SDLC an enterprise web service written in PHP Symfony2 MVC framework for transforming huge genomic data (TBs)  MySQL. Developed security, microservice integration, and unit testing.",LanzaTech,Greater Chicago Area
357,76,2015-05-01,2015-08-31,IT Instrumentation Intern,"•	Added and programmed Distributed Safety System to incorporate a variable messaging and notification system.•	Authored documentation and release notes for 5 applications along with debug steps to be used as reference company-wide.•	Created bash/shell script using Expect to deploy, backup data from cluster of servers to reduce 100 man hours per month.•	Maintained 4 GUI based core .net application used in lab which had 30 instances deployed within the lab.•	Recognized by CEO for directly impacting commercial project by providing technical infrastructure.",LanzaTech,"Skokie, IL"
358,77,2019-11-30,,"SDE II, Last Mile Technology",,Amazon,Greater Seattle Area
359,77,2018-07-31,2019-11-30,"SDE II, AWS User Insights services",,Amazon,Seattle Washington
360,77,2018-04-30,2018-07-31,Software Development Engineer II,,Amazon,"Bengaluru Area, India"
361,77,2016-07-31,2018-03-31,Software Development Engineer,,Amazon,"Bengaluru Area, India"
362,77,2016-01-31,2016-06-30,Software Developer Internship,,Hike Messenger,"Delhi Area, India"
363,77,2015-05-31,2015-06-30,Summer Intern,,@WalmartLabs India,"Bengaluru Area, India"
364,77,2015-01-31,2015-04-30,Problem Setter,,HackerEarth,
365,77,2014-07-31,2014-12-31,Campus Ambassador,,Internshala,
366,77,2014-07-31,2014-12-31,Moderator,,IIITA HackerRank Club,
367,78,2018-12-01,,Senior Devops Engineer,,Infosys,"Pune Area, India"
368,79,2020-12-01,,Senior DevOps Engineer,,Cimpress India,"Mumbai, Maharashtra, India"
369,79,2020-07-01,2020-12-01,Senior Software Engineer DevOps,,Continuum,"Mumbai, Maharashtra, India"
370,79,2018-06-01,2020-07-01,Software Engineer-II DevOps,"Infrastructure as  a Code(IaaS) on AWS along with Python, bash scripting.Self-service CI/CD Pipeline using Jenkins, Ansible, Terraform,  etc.Logging and Monitoring using Dynatrace, Graylog, etc.",Continuum,"Mumbai, Maharashtra, India"
371,79,2018-09-01,2019-10-01,Technical Reviewer,"List of Courses1) Hands-On Auto DevOps with GitLab CI2) Go Application Development - Tips, Tricks, and Techniques3) Hands-On Infrastructure Automation with Terraform on AWS4) Hands-On DevOps with AnsibleReview the course content along with code examples.Constant feedback to the course author for respective sessions.",Packt,"Mumbai Area, India"
372,79,2017-07-01,2018-06-01,DevOps Engineer,"End-to-end Deployment of micro-services.Continuous Integration and Continuous delivery using Jenkins, Travis CI/CD, etc.Writing Python, Bash scripting for automation.Monitoring, Securing the system using tools like AWS CloudWatch,  New Relic, Net data, aureport, Best Security Practices,  etc.",STYLABS,"Mumbai, Maharashtra, India"
373,79,2016-03-01,2017-11-01,Community Member,"Creating and monitoring the the Instant Answers, Goodies, Spice options,  which are just one-click guide for almost everything. Perl scripting, JSON encoding, etc.",DuckDuckGo,"Mumbai Area, India"
374,79,2015-07-01,2017-04-01,Assistant Professor,To excel the students in data structure and computer networking subjects to create the strong base.Leadership in Open Source world. Guiding students with various open source projects by contributing and actively participating.Resource Person in Cloud Domain at STTP at various college on ”Docker Technology”.,V. E. S. Institute of Technology,"Mumbai, Maharashtra, India"
375,79,2013-07-01,2015-06-01,Research Associate,,VIT University,"Vellore Area, India"
376,79,2012-06-01,2013-01-01,Java Developer Intern,"- To develop the Robust system to manage the information received at company.- Apply analytic techniques, and extract it with different queries using MySQL, etc.- Write and maintain design guides and complete documentation.",RUBIES ORIGIN  SYSTEM,"Mumbai Area, India"
377,80,2018-08-31,2019-08-31,AI Resident,,Facebook Research,Greater New York City Area
378,80,2017-05-31,2018-08-31,CTO Research Intern,,Bloomberg LP,Greater New York City Area
379,80,2017-01-31,2018-05-31,Head Teaching Assistant (Computational Linguistics),,Brown University,"Providence, Rhode Island Area"
380,80,2016-01-31,2018-05-31,Undergraduate Research Assistant (NLP),,Brown University,"Providence, Rhode Island Area"
381,80,2016-07-31,2016-12-31,Head Teaching Assistant (Deep Learning),,Brown University,"Providence, Rhode Island Area"
382,80,2016-05-31,2016-08-31,Software Engineering Intern,,Wealthfront Inc.,"Redwood City, California"
383,80,2015-05-31,2015-11-30,Natural Language Processing/Machine Learning Intern,,WriteLab,"Berkeley, California"
384,80,2015-02-28,2015-06-30,Student Researcher,,Oscii Lab (Natural Language) at UC Berkeley,"Berkeley, California"
385,80,2015-01-31,2015-05-31,Group Tutor/Reader for CS 61A,,UC Berkeley,"Berkeley, California"
386,80,2014-12-31,2015-05-31,Student Researcher,,Par Lab at UC Berkeley,"Berkeley, California"
387,80,2013-07-31,2014-06-30,Controls Lead,,Gunn Robotics Team,"Palo Alto, CA"
388,80,2013-06-30,2013-11-30,Software Engineering and Research Intern,,AutoGrid Systems,"Redwood City, California"
389,81,2019-06-30,,Software Engineer Intern,,Intuit,Mountain View
390,81,2019-01-31,,CS 110 Course Assistant,,Stanford University,"Stanford, California"
391,81,2017-01-31,2018-12-31,CS 198 Section Leader,,Stanford University,"Stanford, California"
392,81,2015-09-30,,Freelance Graphic and Web Designer,,Freelance Web Developer / Designer,California
393,81,2018-06-30,2018-09-30,Software Engineer Intern,,Intuit,"Mountain View, California"
394,81,2017-06-30,2017-09-30,Exhibitions Intern,,Iris & B. Gerald Cantor Center for Visual Arts at Stanford University,"Stanford, California"
395,82,2019-09-30,2019-12-31,CS103 Course Assistant,,Stanford University,
396,82,2018-06-30,2018-09-30,Data Analytics Intern,,Splunk,"San Francisco, California, United States"
397,82,2017-10-31,2018-02-28,TreeHacks Organizer,,Stanford University,
398,82,2017-06-30,2017-08-31,Software Engineer Intern,,M.M.LaFleur,"New York, New York, United States"
399,82,2016-09-30,2017-05-31,Math and CS Tutor,,Learnika Tutoring Center,
400,82,2016-06-30,2016-09-30,Software Engineer Intern,,MemSQL,"San Francisco, California, United States"
401,82,2012-09-30,2015-05-31,Patient Support Volunteer,,Inova Health System,"Fairfax County, Virginia, United States"
402,82,2014-06-30,2014-08-31,Research Intern,,National Institute of Drug Abuse (NIDA),"Bethesda, Maryland, United States"
403,82,2013-06-30,2013-08-31,Research Intern,,Georgetown University Center for Drug Discovery Lab,"Georgetown, District of Columbia, United States"
404,83,2019-09-01,,Graduate Student,,University of Waterloo,"Kitchener, Canada Area"
